doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper,is_review_paper,curated_data_modalities_used,modalities_general,tissue,disease,animal
10.1021/acs.jafc.2c06292,36538414,Mechanism of Rotenone Toxicity against <i>Plutella xylostella</i>: New Perspective from a Spatial Metabolomics and Lipidomics Study.,application,relevant,Plutella xylostella (moth),"['spatial metabolomics', 'lipidomics', 'mass spectrometry imaging']",weak_llm_annotated,2025-06-27T12:40:56.268010,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"To investigate the <i>in situ</i> metabolic regulation of <i>Plutella xylostella</i> towards rotenone using spatial metabolomics and lipidomics. The study aimed to understand how rotenone affects purine and amino acid metabolisms and lipids within the insect, providing insights into its toxicity mechanism.",[],Not mentioned,N/A,,,,,"['general_metabolomics', 'Mass_Spectrometry_Imaging', 'general_spatial_metabolomics']","['metabolomics', 'spatial metabolomics']",,,
10.1371/journal.pone.0278925,36520804,Spatial characterization of the effect of age and sex on macular layer thicknesses and foveal pit morphology.,application,relevant,Human macula morphology and retinal layer thicknesses,['Optical coherence tomography (OCT)'],weak_llm_annotated,2025-06-27T12:41:37.547718,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,To characterize the spatial effects of age and sex on macular retinal layer thicknesses and foveal pit morphology using advanced OCT image analysis. The study aims to create a detailed database of normative retinal layer thickness maps and foveal pit shapes to aid in differentiating natural changes from disease-related ones.,[],Not mentioned,N/A,,,,,['Histology_Images'],['histology'],Eye,,Human
10.1016/j.jep.2022.116006,36516905,Investigation on property differences of ginseng and American ginseng by spatial metabolomics of neurochemicals with desorption electrospray ionization mass spectrometry imaging.,application,relevant,Rat brain neurochemical distribution and metabolism in response to ginseng and American ginseng,"['DESI-MSI', 'mass spectrometry imaging']",weak_llm_annotated,2025-06-27T12:41:49.607170,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Visualization', 'Metabolomics']",N/A,"This work aimed to screen neurochemicals related to the warm and cool properties of ginseng and American ginseng, investigate their distributions in the rat brain, and explore their metabolic mechanisms. The study applied spatial metabolomics using DESI-MSI to identify and classify neurochemical markers associated with these properties.",[],Not mentioned,N/A,,,,,['Mass_Spectrometry_Imaging'],['spatial metabolomics'],Nervous System (Brain/CNS),Metabolic Disorder,Rodent
10.1016/j.celrep.2022.111783,36516760,Mucosal exposure to non-tuberculous mycobacteria elicits B cell-mediated immunity against pulmonary tuberculosis.,application,relevant,Pulmonary tuberculosis immunity and vaccine efficacy modulation by non-tuberculous mycobacteria exposure,"['spatial transcriptomics', 'immunohistochemistry']",weak_llm_annotated,2025-06-27T12:41:55.627846,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Domain Identification', 'Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,This study investigates the effect of simultaneous BCG immunization and non-tuberculous mycobacteria (NTM) exposure on protection against pulmonary tuberculosis in a mouse model. It aims to elucidate the role of B cells and germinal center formation in this enhanced immunity. The findings suggest that NTM exposure improves BCG efficacy by promoting B cell-mediated immune responses.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Immunohistochemistry(IHC)']","['spatial_transcriptomics', 'spatial_proteomics']",Lung,,
10.1038/s41467-022-35319-w,36513651,Spatial transcriptomics landscape of lesions from non-communicable inflammatory skin diseases.,application,relevant,Non-communicable inflammatory skin diseases (ncISD),"['spatial transcriptomics', 'human cutaneous transcriptomes']",weak_llm_annotated,2025-06-27T12:42:37.157001,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Domain Identification', 'Clustering']",N/A,This paper investigates the spatial transcriptomics landscape of lesions from non-communicable inflammatory skin diseases (ncISD). It identifies localized inflammatory amplification cascades initiated by a low number of cytokine transcripts within abundant immune cell infiltrates.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'general_transcriptomics']","['spatial_transcriptomics', 'transcriptomics']",Skin,,
10.1016/j.cmet.2022.11.009,36513063,Single-cell transcriptomic and spatial landscapes of the developing human pancreas.,application,relevant,Human pancreas development,"['single-cell RNA sequencing', 'spatial transcriptomics', 'scRNA-seq', 'Visium']",weak_llm_annotated,2025-06-27T12:42:43.151099,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell trajectory inference', 'Spatial differentiation trajectories', 'Cell-cell connectivity analysis']",N/A,"This paper presents detailed transcriptomic analysis of cell types in the developing human pancreas, integrating single-cell RNA sequencing with spatial transcriptomics. It aims to reveal temporal-spatial gene cascades and identify progenitor populations and their differentiation pathways. The study also explores mesenchymal contributions to exocrine acinar cell states and predicts interactions between Schwann cells and endocrine progenitors.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Single-cell_RNA-seq(scRNA-seq)', '10x_Genomics_Visium']","['spatial_transcriptomics', 'transcriptomics']",Embryonic/Developmental Stage,,Human
10.1002/advs.202204786,36504438,Single-Cell and Spatial Transcriptomics Decodes Wharton's Jelly-Derived Mesenchymal Stem Cells Heterogeneity and a Subpopulation with Wound Repair Signatures.,application,relevant,Wharton's jelly-derived mesenchymal stem cells (WJ-MSCs),"['single-cell transcriptomics', 'spatial transcriptome sequencing']",weak_llm_annotated,2025-06-27T12:43:00.842120,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Clustering', 'Spatial Gene Expression Analysis', 'Trajectory Inference']",N/A,"This study systematically analyzes the characteristics of WJ-MSCs using single-cell and spatial transcriptome sequencing to understand their heterogeneity and identify functional subpopulations. It characterizes four WJ-MSC subpopulations and highlights a biofunctional-type subpopulation with promising wound repair properties in vitro and in vivo, enriched in the fetal segment of the umbilical cord.",[],Not mentioned,N/A,,,,,"['general_transcriptomics', 'other_methods']","['transcriptomics', 'other_methods']",,,
10.1016/j.cell.2022.11.005,36493756,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates.,application,relevant,Human fetal lung development,"['single-cell RNA sequencing', 'single-cell ATAC sequencing', 'high-throughput spatial transcriptomics', 'single-cell imaging']",weak_llm_annotated,2025-06-27T12:43:30.450745,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis', 'Clustering', 'Dimension Reduction', 'Visualization', 'Integration with other omics']",N/A,"This paper presents a multiomic cell atlas of human lung development, combining single-cell RNA and ATAC sequencing, spatial transcriptomics, and imaging. It identifies new cell states, including developmental-specific secretory progenitors and a subtype of neuroendocrine cell. The atlas is used to generate and test predictions about cell-cell signaling and transcription factor hierarchies using organoid models.",['https://lungcellatlas.org'],GitHub link provided,https://lungcellatlas.org,,,,,"['general_spatial_transcriptomics', 'irrelevant_terms', 'Single-cell_RNA-seq(scRNA-seq)', 'other_methods']","['spatial_transcriptomics', 'irrelevant_terms', 'transcriptomics', 'other_methods']",Lung,,Human
10.1101/2022.11.28.22282811,36482970,Persistent alveolar type 2 dysfunction and lung structural derangement in post-acute COVID-19.,application,relevant,Post-acute COVID-19 lung pathology,"['multiplexed imaging', 'histology images']",weak_llm_annotated,2025-06-27T12:43:36.368662,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study investigates the long-term effects of SARS-CoV-2 infection on lung tissue pathology in patients who died post-acute COVID-19. It uses multiplexed imaging to compare their lung tissue with acute COVID-19, idiopathic pulmonary fibrosis, and healthy lung tissue. The findings reveal persistent viral presence, accumulation of senescent alveolar type 2 cells, and fibrosis with hypervascularization in post-acute COVID-19 lungs.",[],Not mentioned,N/A,,,,,"['irrelevant_terms', 'Histology_Images']","['irrelevant_terms', 'histology']",Lung,Infectious Disease,
10.1016/j.cub.2022.10.039,36473440,Eukaryotic evolution: Spatial proteomics sheds light on mitochondrial reduction.,application,relevant,Mitochondrial reduction in a free-living protist,['spatial proteomics'],weak_llm_annotated,2025-06-27T12:43:42.117465,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,The study delivers the first multi-organelle spatial proteome of a free-living protist. It uncovers a previously overlooked function of highly reduced mitochondria.,[],Not mentioned,N/A,,,,,['general_spatial_proteomics'],['spatial_proteomics'],,,
10.1172/jci.insight.157837,36472908,Spatial transcriptomic characterization of COVID-19 pneumonitis identifies immune circuits related to tissue injury.,application,relevant,COVID-19 pneumonitis,"['spatial transcriptomics', 'sequencing', 'histology images']",weak_llm_annotated,2025-06-27T12:43:48.136959,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,"This study used spatial transcriptomics to characterize COVID-19 pneumonitis and identify immune circuits related to tissue injury. It found a common immune-cell signaling circuit in severe tissue areas involving cytotoxic lymphocytes and pro-inflammatory macrophages, with IFNG expression by cytotoxic lymphocytes associated with chemokine induction. The study's findings may inform future therapeutic strategies for COVID-19.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'other_methods']","['spatial_transcriptomics', 'histology', 'other_methods']",,Infectious Disease,
10.3389/fpls.2022.1051756,36466241,A mass spectrometry imaging approach on spatiotemporal distribution of multiple alkaloids in <i>Gelsemium elegans</i>.,application,relevant,Gelsemium elegans,"['mass spectrometry imaging', 'DESI-MSI']",weak_llm_annotated,2025-06-27T12:43:59.957602,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Visualization']",N/A,"To simultaneously analyze the spatiotemporal distribution of multiple alkaloids in Gelsemium elegans using DESI-MSI. The study aimed to visualize alkaloid distribution in different organs and growth stages, revealing diffusion and transfer patterns during development.",[],Not mentioned,N/A,,,,,['Mass_Spectrometry_Imaging'],['spatial metabolomics'],Vegetal/otherNA,Vegetal/otherNA,Other Animal
10.3389/fendo.2022.1036517,36465633,A spatiotemporal steroidogenic regulatory network in human fetal adrenal glands and gonads.,application,relevant,Human fetal adrenal glands and gonads during sexual differentiation,"['single-cell transcriptome', 'spatial transcriptomics']",weak_llm_annotated,2025-06-27T12:44:12.082599,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Spatial Domain Identification', 'Clustering', 'Visualization']",N/A,"To analyze the spatiotemporal regulatory network of steroidogenesis in human fetal adrenal glands and gonads. The study aims to understand the coordination of steroidogenic and non-steroidogenic cells in adrenal cortex development and steroid synthesis, and how gene expression shifts to accelerate DHEA synthesis in males and cortisol synthesis in females during sexual differentiation.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'general_transcriptomics']","['spatial_transcriptomics', 'transcriptomics']",Embryonic/Developmental Stage,,Human
10.1016/j.immuni.2022.11.002,36462502,B cell expansion hinders the stroma-epithelium regenerative cross talk during mucosal healing.,application,relevant,Mucosal healing in the colon,"['single-cell RNA sequencing', 'spatial transcriptomics', 'multiplex immunostaining']",weak_llm_annotated,2025-06-27T12:44:23.831453,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis', 'Clustering']",N/A,"This study longitudinally examined immune cell composition during intestinal damage and regeneration. It found that expanded B cells during mucosal healing hinder epithelial-stromal cross-talk, impairing tissue repair. B cell depletion accelerated recovery and enhanced tissue remodeling.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Single-cell_RNA-seq(scRNA-seq)', 'other_imaging']","['spatial_transcriptomics', 'transcriptomics', 'other_methods']",Gastrointestinal_colorectal,,
