doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper
10.1172/jci.insight.179853,38805346,Spatial analysis of recurrent glioblastoma reveals perivascular niche organization.,application,relevant,Recurrent Glioblastoma,"['histology images', 'imaging-based techniques', 'label-free reflectance imaging', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T13:41:21.212842,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Domain Identification', 'Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis']",N/A,"This paper analyzes matched primary and recurrent glioblastoma tissues to understand the relationships between genetic and tumor microenvironment diversity. It investigates how extracellular matrix texture predicts genetic traits and reveals structured organization of the perivascular niche in recurrent GBM, enriched in immunosuppressive macrophages. The study highlights the importance of tissue organization in GBM evolution and genetic/spatial dependencies.",[],Not mentioned,N/A,,,
10.1016/bs.irn.2024.04.002,38802183,Non-coding genome contribution to ALS.,review,relevant,Amyotrophic Lateral Sclerosis (ALS),"['non-coding genome', 'genetic variation', 'gene expression', 'single-cell epigenetic profiling', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T13:41:27.086532,models/gemini-2.5-flash-lite-preview-06-17,False,False,disease_specific_review,N/A,[],N/A,"This review summarizes current discoveries of ALS-associated genetic drivers within the non-coding genome. It argues that improved cell-specific annotation of genomic function, particularly via single-cell epigenetic profiling and spatial transcriptomics, is required to advance the field. The paper proposes that cell-specific functional annotation of ALS-associated genetic variants will accelerate discovery of the genetic architecture underpinning disease.",[],Not mentioned,N/A,,,
10.1093/bib/bbae255,38801701,A multi-view graph contrastive learning framework for deciphering spatially resolved transcriptomics data.,method,highly_relevant,N/A,['spatially resolved transcriptomics'],weak_llm_annotated,2025-06-26T13:41:33.203785,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['Spatial Domain Identification', 'Spatial Gene Expression Analysis']",MuCoST,"The paper proposes MuCoST, a multi-view graph contrastive learning framework for deciphering complex spatially resolved transcriptomic architectures. MuCoST models nonlocal spatial co-expression dependency and spatially adjacent dependency by fusing gene expression correlation and spatial location proximity. It demonstrates high accuracy in spatial domain identification and deciphers subtle biological textures and functional patterns.",[],Not mentioned,N/A,,,
10.1111/jcmm.18396,38801304,Role of ferroptosis in neuroimmunity and neurodegeneration in multiple sclerosis revealed by multi-omics data.,application,relevant,Multiple sclerosis,"['snRNA-seq', 'spatial transcriptomics', 'spatial proteomics']",weak_llm_annotated,2025-06-26T13:41:39.150073,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study explores the role of ferroptosis in multiple sclerosis by integrating multi-omics data. It defines a ferroptosis scoring metric, identifies ferroptosis hotspots in active lesions, and associates ferroptosis with neurodegeneration and microglia activation. The paper also establishes a diagnostic model for multiple sclerosis based on ferroptosis-related genes.",[],Not mentioned,N/A,,,
10.1016/j.csbj.2024.05.028,38800634,Computational modeling for deciphering tissue microenvironment heterogeneity from spatially resolved transcriptomics.,review,highly_relevant,N/A,['spatial transcriptomics'],weak_llm_annotated,2025-06-26T13:41:45.093697,models/gemini-2.5-flash-lite-preview-06-17,False,False,methods_review,N/A,"['Spatial domain identification', 'Deconvolution']",N/A,"This paper categorizes and discusses computational methods for analyzing spatial transcriptomics data, focusing on spatial domain detection and spatial deconvolution. It reviews machine learning-based, probabilistic model-based, and deep learning-based methods, outlining their advantages and disadvantages. The authors also describe datasets and evaluation metrics used to assess these methods and provide future directions for computational method development.",[],Not mentioned,N/A,,,
10.1016/j.patter.2024.100986,38800365,MUSTANG: Multi-sample spatial transcriptomics data analysis with cross-sample transcriptional similarity guidance.,method,highly_relevant,N/A,['spatial transcriptomics'],weak_llm_annotated,2025-06-26T13:41:51.113261,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['Deconvolution', 'Spatial Gene Expression Analysis']",MUSTANG,MUSTANG is a framework for multi-sample spatial transcriptomics spot cellular deconvolution. It enables sharing of cross-sample expression-based similarity information and incorporates spatial correlation in gene expression patterns within samples. Experiments demonstrate its effectiveness in revealing biological insights from tissue samples.,[],Not mentioned,N/A,,,
10.1016/j.synbio.2024.05.005,38798889,A generative benchmark for evaluating the performance of fluorescent cell image segmentation.,method,low_relevance,Fluorescent cell imaging data,['fluorescent cell images'],weak_llm_annotated,2025-06-26T13:41:56.976600,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,['Cell Segmentation'],N/A,"Developed a generative framework using StyleGAN2 and Pix2PixHD to create diverse, graded-density fluorescent cell images. This framework addresses limitations in existing evaluation methods for cell segmentation. The study used this dataset to evaluate three leading cell segmentation methods.",[],Not mentioned,N/A,,,
10.21203/rs.3.rs-4104258/v1,38798691,Enhanced Complement Expression in the Tumor Microenvironment Following Neoadjuvant Therapy: Implications for Immunomodulation and Survival in Pancreatic Ductal Adenocarcinoma.,application,relevant,Pancreatic Ductal Adenocarcinoma (PDAC),"['spatial transcriptomics', 'single-nucleus RNA sequencing (snRNA-seq)']",weak_llm_annotated,2025-06-26T13:42:02.792331,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study investigates the effects of neoadjuvant therapy (NAT) on pancreatic ductal adenocarcinoma (PDAC) carcinoma cells and the tumor microenvironment (TME). It found that NAT remodels the TME by upregulating complement genes, which is associated with improved survival and reduced immunosuppression. The findings suggest complement dynamics as a potential biomarker for NAT-treated PDAC.",[],Not mentioned,N/A,,,
10.1101/2024.05.12.593710,38798592,Cross-domain information fusion for enhanced cell population delineation in single-cell spatial-omics data.,method,highly_relevant,N/A,"['spatial proteomic', 'spatial transcriptomic', 'multiplexed imaging', 'tissue images']",weak_llm_annotated,2025-06-26T13:42:08.693043,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Clustering', 'Cell population delineation', 'Spatial Domain Identification']",CellSNAP,"This work introduces Cell Spatio- and Neighborhood-informed Annotation and Patterning (CellSNAP), a self-supervised computational method for enhanced cell population delineation in single-cell spatial-omics data. CellSNAP fuses molecular profiles, cell positions, and tissue images to learn representation vectors for each cell. This integration aims to uncover functionally stratified cell populations by considering spatial contexts at cellular and tissue levels.",[],Not mentioned,N/A,,,
10.1101/2024.03.23.586434,38798560,Spatial Transcriptomic Analysis Identifies Epithelium-Macrophage Crosstalk in Endometriotic Lesions.,application,relevant,Endometriotic lesions,"['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T13:42:14.727334,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,"This study aimed to identify cell type-specific gene expression changes in superficial peritoneal endometriotic lesions and elucidate the crosstalk among the stroma, epithelium, and macrophages compared to patient-matched eutopic endometrium. Spatial transcriptomics highlighted increased signaling between the lesion epithelium and macrophages, emphasizing the role of the epithelium in driving lesion inflammation.",[],Not mentioned,N/A,,,
10.1101/2024.05.15.594394,38798331,Autofluorescence lifetime flow cytometry with time-correlated single photon counting.,method,irrelevant,"Jurkat T cells, primary human T cells, primary adult mouse neural stem cells","['autofluorescence', 'flow cytometry', 'brightfield images']",weak_llm_annotated,2025-06-26T13:42:20.983586,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,tool,"['Autofluorescence lifetime analysis', 'Single-cell classification', 'Real-time analysis of single-cell function and metabolism']",N/A,"This paper presents a fluorescence lifetime-sensitive flow cytometer using TCSPC for real-time single-cell analysis. The system offers high throughput, low cost, and sensitivity to metabolic changes by measuring autofluorescence lifetimes, providing a label-free method for studying cell function.",[],Not mentioned,N/A,,,
10.1038/s42003-024-06349-5,38796505,SpatialPrompt: spatially aware scalable and accurate tool for spot deconvolution and domain identification in spatial transcriptomics.,method,highly_relevant,N/A,"['Visium', 'Slide-seq', 'MERFISH', 'single-cell RNA sequencing (scRNA-seq)']",weak_llm_annotated,2025-06-26T13:42:26.974726,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,tool,"['Deconvolution', 'Spatial Domain Identification']",SpatialPrompt,"SpatialPrompt is a new tool for spot deconvolution and domain identification in spatial transcriptomics. It integrates gene expression, spatial location, and scRNA-seq data, using non-negative ridge regression and graph neural networks. It aims to be accurate and scalable, outperforming existing methods and achieving rapid execution on large datasets.",[],Not mentioned,N/A,,,
10.1186/s12864-024-10434-8,38796425,Spatial transcriptomic brain imaging reveals the effects of immunomodulation therapy on specific regional brain cells in a mouse dementia model.,method,highly_relevant,Mouse dementia model (Alzheimer's disease),"['spatial transcriptomics', '10x Genomics Visium']",weak_llm_annotated,2025-06-26T13:42:32.957492,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,pipeline,"['Cell Segmentation', 'Spatial Gene Expression Analysis', 'Cell state annotation', 'Cell type decomposition']",STquantool,"The paper describes a workflow and a custom application named STquantool for analyzing spatial transcriptomic data. This approach includes neuroanatomical region segmentation, gene combination establishment, and brain cell signature review. The ultimate goal is to interpret the real action of drug candidates by simultaneously investigating transcript dynamics for AD therapeutics development.",[],Not mentioned,N/A,,,
10.3390/nu16101470,38794708,Examining the Effects of Nutrient Supplementation on Metabolic Pathways via Mitochondrial Ferredoxin in Aging Ovaries.,application,relevant,Aging ovaries and oocyte quality,"['spatial transcriptomics', 'single-cell RNA sequencing', 'human ovarian pathology', 'clinical biopsy data']",weak_llm_annotated,2025-06-26T13:42:38.923829,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study investigates the effects of nutrient supplementation on metabolic pathways via mitochondrial ferredoxin in aging ovaries. Using multi-omics analysis, it identified a decline in FDX1 expression with ovarian aging. A clinical trial demonstrated that nutrient supplementation (DHEA, ubiquinol CoQ10, Cleo-20 T3) significantly elevated FDX1 levels, suggesting a potential for improving oocyte quality in aging women.",[],Not mentioned,N/A,,,
